cve_id	vendor	product	version	update	start_incl	start_excl	end_incl	end_excl	cvss_score	cvss_severity	cvss_version
CVE-2007-4725	7-zip	7-zip	*	*			4.42		6.8	MEDIUM	2.0
CVE-2007-4725	7-zip	7-zip	4.43	beta					6.8	MEDIUM	2.0
CVE-2007-4725	7-zip	7-zip	4.44	beta					6.8	MEDIUM	2.0
CVE-2007-4725	7-zip	7-zip	4.45	beta					6.8	MEDIUM	2.0
CVE-2007-4725	7-zip	7-zip	4.46	beta					6.8	MEDIUM	2.0
CVE-2007-4725	7-zip	7-zip	4.47	beta					6.8	MEDIUM	2.0
CVE-2007-4725	7-zip	7-zip	4.48	beta					6.8	MEDIUM	2.0
CVE-2007-4725	7-zip	7-zip	4.49	beta					6.8	MEDIUM	2.0
CVE-2007-4725	7-zip	7-zip	4.50	beta					6.8	MEDIUM	2.0
CVE-2007-4725	7-zip	7-zip	4.51	beta					6.8	MEDIUM	2.0
CVE-2007-4725	7-zip	7-zip	4.52	beta					6.8	MEDIUM	2.0
CVE-2008-6536	7-zip	7-zip	*	beta			4.56		10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	3.13	*					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.20	*					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.23	*					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.24	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.25	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.26	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.27	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.28	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.29	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.30	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.31	*					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.32	*					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.33	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.34	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.35	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.36	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.37	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.38	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.39	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.40	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.41	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.42	*					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.43	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.44	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.45	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.46	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.47	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.48	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.49	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.50	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.51	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.52	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.53	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.54	beta					10.0	HIGH	2.0
CVE-2008-6536	7-zip	7-zip	4.55	beta					10.0	HIGH	2.0
CVE-2016-2334	7-zip	7-zip	*	*			15.14		7.8	HIGH	3.0
CVE-2016-2335	7-zip	7-zip	9.20	*					8.8	HIGH	3.0
CVE-2016-2335	7-zip	7-zip	15.05	beta					8.8	HIGH	3.0
CVE-2016-7804	7-zip	7-zip	*	*			16.02		7.8	HIGH	3.0
CVE-2017-17969	7-zip	7-zip	*	*				18.00	7.8	HIGH	3.0
CVE-2018-10115	7-zip	7-zip	*	*			18.03		7.8	HIGH	3.0
CVE-2018-10172	7-zip	7-zip	*	*			18.01		8.8	HIGH	3.0
CVE-2018-5996	7-zip	7-zip	*	*				18.00	7.8	HIGH	3.0
CVE-2022-29072	7-zip	7-zip	*	*			21.07		7.8	HIGH	3.1
CVE-2022-47111	7-zip	7-zip	22.01	*					2.5	LOW	3.1
CVE-2022-47112	7-zip	7-zip	22.01	*					2.5	LOW	3.1
CVE-2023-31102	7-zip	7-zip	*	*				22.01	7.8	HIGH	3.1
CVE-2023-40481	7-zip	7-zip	22.01	*					7.8	HIGH	3.0
CVE-2024-11477	7-zip	7-zip	*	*				24.07	7.8	HIGH	3.1
CVE-2024-11612	7-zip	7-zip	*	*	24.06			24.08	6.5	MEDIUM	3.0
CVE-2025-0411	7-zip	7-zip	*	*				24.09	7.0	HIGH	3.1
CVE-2025-11001	7-zip	7-zip	24.09	*					7.8	HIGH	3.1
CVE-2025-11002	7-zip	7-zip	24.09	*					7.8	HIGH	3.1
CVE-2025-53816	7-zip	7-zip	*	*				25.00	7.5	HIGH	3.1
CVE-2025-53817	7-zip	7-zip	*	*				25.00	7.5	HIGH	3.1
CVE-2025-55188	7-zip	7-zip	*	*				25.01	3.6	LOW	3.1
CVE-2026-14266	7-zip	7-zip	*	*				26.02	7.8	HIGH	3.1
CVE-2026-48092	7-zip	7-zip	*	*	9.34			26.01	4.3	MEDIUM	3.1
CVE-2026-48095	7-zip	7-zip	*	*				26.01	8.8	HIGH	3.1
CVE-2026-48101	7-zip	7-zip	*	*	9.21			26.01	6.5	MEDIUM	3.1
CVE-2026-48102	7-zip	7-zip	*	*	9.11			26.01	3.1	LOW	3.1
CVE-2026-48103	7-zip	7-zip	*	*	9.34			26.01	4.3	MEDIUM	3.1
CVE-2026-48104	7-zip	7-zip	*	*	9.18			26.01	4.2	MEDIUM	3.1
CVE-2026-48111	7-zip	7-zip	*	*	9.21			26.01	4.3	MEDIUM	3.1
CVE-2026-48112	7-zip	7-zip	*	*	9.34			26.01	6.5	MEDIUM	3.1
CVE-2026-58052	7-zip	7-zip	*	*			26.01		3.3	LOW	3.1
CVE-1999-0045	apache	http_server	0.8.11	*					7.5	HIGH	2.0
CVE-1999-0045	apache	http_server	0.8.14	*					7.5	HIGH	2.0
CVE-1999-0045	apache	http_server	1.0	*					7.5	HIGH	2.0
CVE-1999-0045	apache	http_server	1.0.2	*					7.5	HIGH	2.0
CVE-1999-0045	apache	http_server	1.0.3	*					7.5	HIGH	2.0
CVE-1999-0045	apache	http_server	1.0.5	*					7.5	HIGH	2.0
CVE-1999-0045	apache	http_server	1.1	*					7.5	HIGH	2.0
CVE-1999-0067	apache	http_server	1.0.3	*					10.0	HIGH	2.0
CVE-1999-0070	apache	http_server	*	*				1.3.0	5.0	MEDIUM	2.0
CVE-1999-0071	apache	http_server	1.1.1	*					7.5	HIGH	2.0
CVE-1999-0107	apache	http_server	0.8.11	*					5.0	MEDIUM	2.0
CVE-1999-0107	apache	http_server	0.8.14	*					5.0	MEDIUM	2.0
CVE-1999-0107	apache	http_server	1.0	*					5.0	MEDIUM	2.0
CVE-1999-0107	apache	http_server	1.0.2	*					5.0	MEDIUM	2.0
CVE-1999-0107	apache	http_server	1.0.3	*					5.0	MEDIUM	2.0
CVE-1999-0107	apache	http_server	1.0.5	*					5.0	MEDIUM	2.0
CVE-1999-0107	apache	http_server	1.1	*					5.0	MEDIUM	2.0
CVE-1999-0107	apache	http_server	1.1.1	*					5.0	MEDIUM	2.0
CVE-1999-0107	apache	http_server	1.2.5	*					5.0	MEDIUM	2.0
CVE-1999-0236	apache	http_server	*	*				1.0	7.5	HIGH	3.1
CVE-1999-0289	apache	http_server	-	*					5.0	MEDIUM	2.0
CVE-1999-0678	apache	http_server	-	*					5.0	MEDIUM	2.0
CVE-1999-0926	apache	http_server	1.2.5	*					10.0	HIGH	2.0
CVE-1999-1053	apache	http_server	1.3.9	*					7.5	HIGH	2.0
CVE-1999-1199	apache	http_server	*	*			1.3.1		10.0	HIGH	2.0
CVE-1999-1237	apache	http_server	-	*					10.0	HIGH	2.0
CVE-1999-1293	apache	http_server	*	*			1.2.5		10.0	HIGH	2.0
CVE-1999-1412	apache	http_server	-	*					5.0	MEDIUM	2.0
CVE-2000-0505	apache	http_server	1.3.6	*					5.0	MEDIUM	2.0
CVE-2000-0505	apache	http_server	1.3.9	*					5.0	MEDIUM	2.0
CVE-2000-0505	apache	http_server	1.3.11	*					5.0	MEDIUM	2.0
CVE-2000-0505	apache	http_server	1.3.12	*					5.0	MEDIUM	2.0
CVE-2000-0868	apache	http_server	1.3.12	*					5.0	MEDIUM	2.0
CVE-2000-0869	apache	http_server	1.3.12	*					5.0	MEDIUM	2.0
CVE-2000-0913	apache	http_server	0.8.11	*					5.0	MEDIUM	2.0
CVE-2000-0913	apache	http_server	0.8.14	*					5.0	MEDIUM	2.0
CVE-2000-0913	apache	http_server	1.0	*					5.0	MEDIUM	2.0
CVE-2000-0913	apache	http_server	1.0.2	*					5.0	MEDIUM	2.0
CVE-2000-0913	apache	http_server	1.0.3	*					5.0	MEDIUM	2.0
CVE-2000-0913	apache	http_server	1.0.5	*					5.0	MEDIUM	2.0
CVE-2000-0913	apache	http_server	1.1	*					5.0	MEDIUM	2.0
CVE-2000-0913	apache	http_server	1.1.1	*					5.0	MEDIUM	2.0
CVE-2000-0913	apache	http_server	1.3.11	*					5.0	MEDIUM	2.0
CVE-2000-0913	apache	http_server	1.3.12	*					5.0	MEDIUM	2.0
CVE-2000-1204	apache	http_server	1.3.9	*					5.0	MEDIUM	2.0
CVE-2000-1204	apache	http_server	1.3.11	*					5.0	MEDIUM	2.0
CVE-2000-1204	apache	http_server	1.3.12	*					5.0	MEDIUM	2.0
CVE-2000-1205	apache	http_server	1.3.0	*					4.3	MEDIUM	2.0
CVE-2000-1205	apache	http_server	1.3.1	*					4.3	MEDIUM	2.0
CVE-2000-1205	apache	http_server	1.3.2	*					4.3	MEDIUM	2.0
CVE-2000-1205	apache	http_server	1.3.3	*					4.3	MEDIUM	2.0
CVE-2000-1205	apache	http_server	1.3.4	*					4.3	MEDIUM	2.0
CVE-2000-1205	apache	http_server	1.3.5	*					4.3	MEDIUM	2.0
CVE-2000-1205	apache	http_server	1.3.6	*					4.3	MEDIUM	2.0
CVE-2000-1205	apache	http_server	1.3.7	*					4.3	MEDIUM	2.0
CVE-2000-1205	apache	http_server	1.3.8	*					4.3	MEDIUM	2.0
CVE-2000-1205	apache	http_server	1.3.9	*					4.3	MEDIUM	2.0
CVE-2000-1205	apache	http_server	1.3.10	*					4.3	MEDIUM	2.0
CVE-2000-1205	apache	http_server	1.3.11	*					4.3	MEDIUM	2.0
CVE-2000-1206	apache	http_server	1.3.9	*					5.0	MEDIUM	2.0
CVE-2000-1206	apache	http_server	1.3.10	*					5.0	MEDIUM	2.0
CVE-2001-0042	apache	http_server	1.3	*					5.0	MEDIUM	2.0
CVE-2001-0131	apache	http_server	1.3.14	*					3.3	LOW	2.0
CVE-2001-0131	apache	http_server	2.0	alpha9					3.3	LOW	2.0
CVE-2001-0729	apache	http_server	1.3.20	*					5.0	MEDIUM	2.0
CVE-2001-0730	apache	http_server	1.3.20	*					5.0	MEDIUM	2.0
CVE-2001-0731	apache	http_server	1.3.20	*					5.0	MEDIUM	2.0
CVE-2001-0766	apache	http_server	1.3.14	*					9.8	CRITICAL	3.1
CVE-2001-0925	apache	http_server	1.3.11	*					5.0	MEDIUM	2.0
CVE-2001-0925	apache	http_server	1.3.12	*					5.0	MEDIUM	2.0
CVE-2001-0925	apache	http_server	1.3.14	*					5.0	MEDIUM	2.0
CVE-2001-0925	apache	http_server	1.3.17	*					5.0	MEDIUM	2.0
CVE-2001-1072	apache	http_server	1.3.14	*					5.0	MEDIUM	2.0
CVE-2001-1072	apache	http_server	1.3.17	*					5.0	MEDIUM	2.0
CVE-2001-1072	apache	http_server	1.3.19	*					5.0	MEDIUM	2.0
CVE-2001-1342	apache	http_server	1.3.12	*					5.0	MEDIUM	2.0
CVE-2001-1342	apache	http_server	1.3.14	*					5.0	MEDIUM	2.0
CVE-2001-1342	apache	http_server	1.3.15	*					5.0	MEDIUM	2.0
CVE-2001-1342	apache	http_server	1.3.16	*					5.0	MEDIUM	2.0
CVE-2001-1342	apache	http_server	1.3.17	*					5.0	MEDIUM	2.0
CVE-2001-1342	apache	http_server	1.3.18	*					5.0	MEDIUM	2.0
CVE-2001-1342	apache	http_server	1.3.19	*					5.0	MEDIUM	2.0
CVE-2001-1449	apache	http_server	1.3	*					7.5	HIGH	2.0
CVE-2001-1449	apache	http_server	1.3.1	*					7.5	HIGH	2.0
CVE-2001-1449	apache	http_server	1.3.3	*					7.5	HIGH	2.0
CVE-2001-1449	apache	http_server	1.3.4	*					7.5	HIGH	2.0
CVE-2001-1449	apache	http_server	1.3.6	*					7.5	HIGH	2.0
CVE-2001-1449	apache	http_server	1.3.9	*					7.5	HIGH	2.0
CVE-2001-1449	apache	http_server	1.3.11	*					7.5	HIGH	2.0
CVE-2001-1449	apache	http_server	1.3.12	*					7.5	HIGH	2.0
CVE-2001-1449	apache	http_server	1.3.14	*					7.5	HIGH	2.0
CVE-2001-1449	apache	http_server	1.3.17	*					7.5	HIGH	2.0
CVE-2001-1449	apache	http_server	1.3.18	*					7.5	HIGH	2.0
CVE-2001-1534	apache	http_server	*	*	1.3.11		1.3.20		2.1	LOW	2.0
CVE-2001-1556	apache	http_server	*	*	1.3.0			1.3.31	5.0	MEDIUM	2.0
CVE-2001-1556	apache	http_server	*	*	2.0.0			2.0.49	5.0	MEDIUM	2.0
CVE-2002-0061	apache	http_server	*	*				1.3.24	7.5	HIGH	2.0
CVE-2002-0061	apache	http_server	*	*	2.0.0			2.0.34	7.5	HIGH	2.0
CVE-2002-0240	apache	http_server	2.0.28	beta					5.0	MEDIUM	2.0
CVE-2002-0249	apache	http_server	2.0.28	beta					5.0	MEDIUM	2.0
CVE-2002-0257	apache	http_server	1.3.17	*					7.5	HIGH	2.0
CVE-2002-0257	apache	http_server	1.3.18	*					7.5	HIGH	2.0
CVE-2002-0257	apache	http_server	1.3.19	*					7.5	HIGH	2.0
CVE-2002-0257	apache	http_server	1.3.20	*					7.5	HIGH	2.0
CVE-2002-0257	apache	http_server	1.3.22	*					7.5	HIGH	2.0
CVE-2002-0392	apache	http_server	*	*	1.2.2		1.3.24		7.5	HIGH	2.0
CVE-2002-0392	apache	http_server	*	*	2.0.0		2.0.36		7.5	HIGH	2.0
CVE-2002-0654	apache	http_server	2.0	*					5.0	MEDIUM	2.0
CVE-2002-0654	apache	http_server	2.0.28	*					5.0	MEDIUM	2.0
CVE-2002-0654	apache	http_server	2.0.28	beta					5.0	MEDIUM	2.0
CVE-2002-0654	apache	http_server	2.0.32	*					5.0	MEDIUM	2.0
CVE-2002-0654	apache	http_server	2.0.32	beta					5.0	MEDIUM	2.0
CVE-2002-0654	apache	http_server	2.0.34	beta					5.0	MEDIUM	2.0
CVE-2002-0654	apache	http_server	2.0.35	*					5.0	MEDIUM	2.0
CVE-2002-0654	apache	http_server	2.0.36	*					5.0	MEDIUM	2.0
CVE-2002-0654	apache	http_server	2.0.37	*					5.0	MEDIUM	2.0
CVE-2002-0654	apache	http_server	2.0.38	*					5.0	MEDIUM	2.0
CVE-2002-0654	apache	http_server	2.0.39	*					5.0	MEDIUM	2.0
CVE-2002-0661	apache	http_server	2.0	*					7.5	HIGH	2.0
CVE-2002-0661	apache	http_server	2.0.28	*					7.5	HIGH	2.0
CVE-2002-0661	apache	http_server	2.0.28	beta					7.5	HIGH	2.0
CVE-2002-0661	apache	http_server	2.0.32	*					7.5	HIGH	2.0
CVE-2002-0661	apache	http_server	2.0.32	beta					7.5	HIGH	2.0
CVE-2002-0661	apache	http_server	2.0.34	beta					7.5	HIGH	2.0
CVE-2002-0661	apache	http_server	2.0.35	*					7.5	HIGH	2.0
CVE-2002-0661	apache	http_server	2.0.36	*					7.5	HIGH	2.0
CVE-2002-0661	apache	http_server	2.0.37	*					7.5	HIGH	2.0
CVE-2002-0661	apache	http_server	2.0.38	*					7.5	HIGH	2.0
CVE-2002-0661	apache	http_server	2.0.39	*					7.5	HIGH	2.0
CVE-2002-0839	apache	http_server	*	*	1.3.0			1.3.27	7.2	HIGH	2.0
CVE-2002-0840	apache	http_server	1.3	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	1.3.1	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	1.3.3	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	1.3.4	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	1.3.6	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	1.3.9	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	1.3.11	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	1.3.12	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	1.3.14	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	1.3.17	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	1.3.18	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	1.3.19	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	1.3.20	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	1.3.22	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	1.3.23	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	1.3.24	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	1.3.25	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	1.3.26	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	2.0	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	2.0.28	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	2.0.32	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	2.0.35	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	2.0.36	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	2.0.37	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	2.0.38	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	2.0.39	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	2.0.40	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	2.0.41	*					6.8	MEDIUM	2.0
CVE-2002-0840	apache	http_server	2.0.42	*					6.8	MEDIUM	2.0
CVE-2002-0843	apache	http_server	1.3	*					7.5	HIGH	2.0
CVE-2002-0843	apache	http_server	1.3.1	*					7.5	HIGH	2.0
CVE-2002-0843	apache	http_server	1.3.3	*					7.5	HIGH	2.0
CVE-2002-0843	apache	http_server	1.3.4	*					7.5	HIGH	2.0
CVE-2002-0843	apache	http_server	1.3.6	*					7.5	HIGH	2.0
CVE-2002-0843	apache	http_server	1.3.9	*					7.5	HIGH	2.0
CVE-2002-0843	apache	http_server	1.3.11	*					7.5	HIGH	2.0
CVE-2002-0843	apache	http_server	1.3.12	*					7.5	HIGH	2.0
CVE-2002-0843	apache	http_server	1.3.14	*					7.5	HIGH	2.0
CVE-2002-0843	apache	http_server	1.3.17	*					7.5	HIGH	2.0
CVE-2002-0843	apache	http_server	1.3.18	*					7.5	HIGH	2.0
CVE-2002-0843	apache	http_server	1.3.19	*					7.5	HIGH	2.0
CVE-2002-0843	apache	http_server	1.3.20	*					7.5	HIGH	2.0
CVE-2002-0843	apache	http_server	1.3.22	*					7.5	HIGH	2.0
CVE-2002-0843	apache	http_server	1.3.23	*					7.5	HIGH	2.0
CVE-2002-0843	apache	http_server	1.3.24	*					7.5	HIGH	2.0
CVE-2002-0843	apache	http_server	1.3.25	*					7.5	HIGH	2.0
CVE-2002-0843	apache	http_server	1.3.26	*					7.5	HIGH	2.0
CVE-2002-1156	apache	http_server	2.0.42	*					5.0	MEDIUM	2.0
CVE-2002-1233	apache	http_server	1.3.17	*					2.6	LOW	2.0
CVE-2002-1233	apache	http_server	1.3.18	*					2.6	LOW	2.0
CVE-2002-1233	apache	http_server	1.3.19	*					2.6	LOW	2.0
CVE-2002-1233	apache	http_server	1.3.20	*					2.6	LOW	2.0
CVE-2002-1233	apache	http_server	1.3.22	*					2.6	LOW	2.0
CVE-2002-1233	apache	http_server	1.3.23	*					2.6	LOW	2.0
CVE-2002-1233	apache	http_server	1.3.24	*					2.6	LOW	2.0
CVE-2002-1233	apache	http_server	1.3.25	*					2.6	LOW	2.0
CVE-2002-1233	apache	http_server	1.3.26	*					2.6	LOW	2.0
CVE-2002-1233	apache	http_server	1.3.27	*					2.6	LOW	2.0
CVE-2002-1592	apache	http_server	2.0	*					5.0	MEDIUM	2.0
CVE-2002-1592	apache	http_server	2.0.28	*					5.0	MEDIUM	2.0
CVE-2002-1592	apache	http_server	2.0.32	*					5.0	MEDIUM	2.0
CVE-2002-1592	apache	http_server	2.0.35	*					5.0	MEDIUM	2.0
CVE-2002-1593	apache	http_server	2.0	*					5.0	MEDIUM	2.0
CVE-2002-1593	apache	http_server	2.0.28	*					5.0	MEDIUM	2.0
CVE-2002-1593	apache	http_server	2.0.32	*					5.0	MEDIUM	2.0
CVE-2002-1593	apache	http_server	2.0.35	*					5.0	MEDIUM	2.0
CVE-2002-1593	apache	http_server	2.0.36	*					5.0	MEDIUM	2.0
CVE-2002-1593	apache	http_server	2.0.37	*					5.0	MEDIUM	2.0
CVE-2002-1593	apache	http_server	2.0.38	*					5.0	MEDIUM	2.0
CVE-2002-1593	apache	http_server	2.0.39	*					5.0	MEDIUM	2.0
CVE-2002-1593	apache	http_server	2.0.40	*					5.0	MEDIUM	2.0
CVE-2002-1593	apache	http_server	2.0.41	*					5.0	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.1	*					4.6	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.3	*					4.6	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.4	*					4.6	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.6	*					4.6	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.9	*					4.6	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.11	*					4.6	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.12	*					4.6	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.14	*					4.6	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.17	*					4.6	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.18	*					4.6	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.19	*					4.6	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.20	*					4.6	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.22	*					4.6	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.23	*					4.6	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.24	*					4.6	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.25	*					4.6	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.26	*					4.6	MEDIUM	2.0
CVE-2002-1658	apache	http_server	1.3.27	*					4.6	MEDIUM	2.0
CVE-2002-1850	apache	http_server	2.0.39	*					7.5	HIGH	3.1
CVE-2002-1850	apache	http_server	2.0.40	*					7.5	HIGH	3.1
CVE-2002-2012	apache	http_server	1.3.19	*					5.0	MEDIUM	2.0
CVE-2002-2029	apache	http_server	1.3.11	*					7.5	HIGH	2.0
CVE-2002-2029	apache	http_server	1.3.12	*					7.5	HIGH	2.0
CVE-2002-2029	apache	http_server	1.3.13	*					7.5	HIGH	2.0
CVE-2002-2029	apache	http_server	1.3.14	*					7.5	HIGH	2.0
CVE-2002-2029	apache	http_server	1.3.15	*					7.5	HIGH	2.0
CVE-2002-2029	apache	http_server	1.3.16	*					7.5	HIGH	2.0
CVE-2002-2029	apache	http_server	1.3.17	*					7.5	HIGH	2.0
CVE-2002-2029	apache	http_server	1.3.18	*					7.5	HIGH	2.0
CVE-2002-2029	apache	http_server	1.3.19	*					7.5	HIGH	2.0
CVE-2002-2029	apache	http_server	1.3.20	*					7.5	HIGH	2.0
CVE-2002-2103	apache	http_server	1.3.9	*					5.0	MEDIUM	2.0
CVE-2002-2103	apache	http_server	1.3.11	*					5.0	MEDIUM	2.0
CVE-2002-2103	apache	http_server	1.3.12	*					5.0	MEDIUM	2.0
CVE-2002-2103	apache	http_server	1.3.13	*					5.0	MEDIUM	2.0
CVE-2002-2103	apache	http_server	1.3.14	*					5.0	MEDIUM	2.0
CVE-2002-2103	apache	http_server	1.3.15	*					5.0	MEDIUM	2.0
CVE-2002-2103	apache	http_server	1.3.16	*					5.0	MEDIUM	2.0
CVE-2002-2103	apache	http_server	1.3.17	*					5.0	MEDIUM	2.0
CVE-2002-2103	apache	http_server	1.3.18	*					5.0	MEDIUM	2.0
CVE-2002-2103	apache	http_server	1.3.19	*					5.0	MEDIUM	2.0
CVE-2002-2103	apache	http_server	1.3.20	*					5.0	MEDIUM	2.0
CVE-2002-2103	apache	http_server	1.3.22	*					5.0	MEDIUM	2.0
CVE-2002-2103	apache	http_server	1.3.23	*					5.0	MEDIUM	2.0
CVE-2002-2272	apache	http_server	1.3	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.0	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.1	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.2	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.10	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.11	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.12	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.13	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.14	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.15	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.16	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.17	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.18	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.19	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.20	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.22	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.23	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.24	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.25	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.26	*					7.8	HIGH	2.0
CVE-2002-2272	apache	http_server	1.3.27	*					7.8	HIGH	2.0
CVE-2003-0016	apache	http_server	2.0.36	*					7.5	HIGH	2.0
CVE-2003-0016	apache	http_server	2.0.37	*					7.5	HIGH	2.0
CVE-2003-0016	apache	http_server	2.0.38	*					7.5	HIGH	2.0
CVE-2003-0016	apache	http_server	2.0.39	*					7.5	HIGH	2.0
CVE-2003-0016	apache	http_server	2.0.40	*					7.5	HIGH	2.0
CVE-2003-0016	apache	http_server	2.0.41	*					7.5	HIGH	2.0
CVE-2003-0016	apache	http_server	2.0.42	*					7.5	HIGH	2.0
